learning_rate,step,training_loss,epoch
,38,10.864755630493164,0
1.95e-06,39,,
,39,10.559375762939453,0
2.0000000000000003e-06,40,,
,40,10.711668014526367,0
2.0500000000000003e-06,41,,
,41,10.461588859558105,0
2.1000000000000002e-06,42,,
,42,10.704619407653809,0
2.1499999999999997e-06,43,,
,43,10.357611656188965,0
2.2e-06,44,,
,44,10.163484573364258,0
2.25e-06,45,,
,45,10.32877254486084,0
2.3e-06,46,,
,46,10.19817066192627,0
2.35e-06,47,,
,47,9.999602317810059,0
2.4000000000000003e-06,48,,
,48,9.971709251403809,0
2.4500000000000003e-06,49,,
,49,9.549309730529785,0
2.5e-06,50,,
,50,9.651887893676758,0
2.55e-06,51,,
,51,9.59697151184082,0
2.6e-06,52,,
,52,9.21936321258545,0
2.65e-06,53,,
,53,9.173391342163086,0
2.7e-06,54,,
,54,9.291354179382324,0
2.7500000000000004e-06,55,,
,55,9.062418937683105,0
2.8000000000000003e-06,56,,
,56,8.993415832519531,0
2.8500000000000002e-06,57,,
,57,8.765033721923828,0
2.9e-06,58,,
,58,8.821893692016602,0
2.95e-06,59,,
,59,8.522567749023438,0
3e-06,60,,
,60,8.627701759338379,0
3.05e-06,61,,
,61,8.326255798339844,0
3.1e-06,62,,
,62,8.554891586303711,0
3.1500000000000003e-06,63,,
,63,7.91147518157959,0
3.2000000000000003e-06,64,,
,64,7.806131839752197,0
3.2500000000000002e-06,65,,
,65,7.957099914550781,0
3.3e-06,66,,
,66,7.4788289070129395,0
3.3500000000000005e-06,67,,
,67,7.34660530090332,0
3.4000000000000005e-06,68,,
,68,7.45102596282959,0
3.4500000000000004e-06,69,,
,69,7.192804336547852,0
3.5000000000000004e-06,70,,
,70,7.116692543029785,0
3.55e-06,71,,
,71,6.732690334320068,0
3.6e-06,72,,
,72,6.5022077560424805,0
3.6499999999999998e-06,73,,
,73,6.800326824188232,0
3.7e-06,74,,
,74,6.528587818145752,0
3.75e-06,75,,
,75,6.282844066619873,0
3.8e-06,76,,
,76,5.958940505981445,0
3.85e-06,77,,
,77,5.957197189331055,0
3.9e-06,78,,
,78,5.923266410827637,0
3.95e-06,79,,
,79,5.787980556488037,0
4.000000000000001e-06,80,,
,80,5.592594146728516,0
4.05e-06,81,,
,81,5.3970513343811035,0
4.1000000000000006e-06,82,,
,82,5.380216598510742,0
4.15e-06,83,,
,83,5.1202392578125,0
4.2000000000000004e-06,84,,
,84,5.078042507171631,0
4.250000000000001e-06,85,,
,85,5.114972114562988,0
4.2999999999999995e-06,86,,
,86,5.0926513671875,0
4.35e-06,87,,
,87,4.813143253326416,0
4.4e-06,88,,
,88,4.771328449249268,0
4.45e-06,89,,
,89,4.80087423324585,0
4.5e-06,90,,
,90,5.083348274230957,0
4.5500000000000005e-06,91,,
,91,4.801555156707764,0
4.6e-06,92,,
,92,4.584029674530029,0
4.65e-06,93,,
,93,4.6899309158325195,0
4.7e-06,94,,
,94,4.435023307800293,0
4.75e-06,95,,
,95,4.525384902954102,0
4.800000000000001e-06,96,,
,96,4.397926330566406,0
4.85e-06,97,,
,97,4.567546367645264,0
4.9000000000000005e-06,98,,
,98,4.309004783630371,0
4.950000000000001e-06,99,,
,99,4.251947402954102,0
5e-06,100,,
,100,4.480379581451416,0
5.050000000000001e-06,101,,
,101,4.569112777709961,0
5.1e-06,102,,
,102,4.238028049468994,0
5.15e-06,103,,
,103,4.151749610900879,0
5.2e-06,104,,
,104,4.105689525604248,0
5.25e-06,105,,
,105,4.205854415893555,0
5.3e-06,106,,
,106,3.8873608112335205,0
5.3500000000000004e-06,107,,
,107,3.96874737739563,0
5.4e-06,108,,
,108,4.010064601898193,0
5.45e-06,109,,
,109,3.9729082584381104,0
5.500000000000001e-06,110,,
,110,3.7524631023406982,0
5.55e-06,111,,
,111,3.865687608718872,0
5.600000000000001e-06,112,,
,112,3.8209049701690674,0
5.65e-06,113,,
,113,3.880551338195801,0
5.7000000000000005e-06,114,,
,114,4.070647716522217,0
5.750000000000001e-06,115,,
,115,4.028796672821045,0
5.8e-06,116,,
,116,3.8165876865386963,0
5.850000000000001e-06,117,,
,117,3.7963430881500244,0
5.9e-06,118,,
,118,3.6793651580810547,0
5.95e-06,119,,
,119,3.792527675628662,0
6e-06,120,,
,120,3.5918850898742676,0
6.0500000000000005e-06,121,,
,121,3.655926465988159,0
6.1e-06,122,,
,122,3.8594980239868164,0
6.15e-06,123,,
,123,3.6440043449401855,0
6.2e-06,124,,
,124,3.5271496772766113,0
6.25e-06,125,,
,125,3.578509569168091,0
6.300000000000001e-06,126,,
,126,3.6835169792175293,0
6.35e-06,127,,
,127,3.424765110015869,0
6.4000000000000006e-06,128,,
,128,3.4456496238708496,0
6.45e-06,129,,
,129,3.3707854747772217,0
6.5000000000000004e-06,130,,
,130,3.5222034454345703,0
6.550000000000001e-06,131,,
,131,3.406339168548584,0
6.6e-06,132,,
,132,3.349806308746338,0
6.650000000000001e-06,133,,
,133,3.314248561859131,0
6.700000000000001e-06,134,,
,134,3.4478700160980225,0
6.750000000000001e-06,135,,
,135,3.322861433029175,0
6.800000000000001e-06,136,,
,136,3.317253828048706,0
6.8500000000000005e-06,137,,
,137,3.3889858722686768,0
6.900000000000001e-06,138,,
,138,3.192438840866089,0
6.950000000000001e-06,139,,
,139,3.0118796825408936,0
7.000000000000001e-06,140,,
,140,3.2196452617645264,0
7.049999999999999e-06,141,,
,141,3.2718122005462646,0
7.1e-06,142,,
,142,3.139040470123291,0
7.15e-06,143,,
,143,3.245300769805908,0
7.2e-06,144,,
,144,2.94917893409729,0
7.25e-06,145,,
,145,2.9253787994384766,0
7.2999999999999996e-06,146,,
,146,3.045250415802002,0
7.35e-06,147,,
,147,3.078935384750366,0
7.4e-06,148,,
,148,2.9504756927490234,0
7.45e-06,149,,
,149,2.891634941101074,0
7.5e-06,150,,
,150,2.943054437637329,0
7.55e-06,151,,
,151,3.074363946914673,0
7.6e-06,152,,
,152,2.828230142593384,0
7.65e-06,153,,
,153,2.970677137374878,0
7.7e-06,154,,
,154,2.798455238342285,0
7.75e-06,155,,
,155,2.767082452774048,0
7.8e-06,156,,
,156,2.710439682006836,0
7.850000000000001e-06,157,,
,157,2.6908161640167236,0
7.9e-06,158,,
,158,2.702458143234253,0
7.95e-06,159,,
,159,2.6013102531433105,0
8.000000000000001e-06,160,,
,160,2.9668216705322266,0
8.050000000000001e-06,161,,
,161,2.548095703125,0
8.1e-06,162,,
,162,2.6255643367767334,0
8.15e-06,163,,
,163,2.538224935531616,0
8.200000000000001e-06,164,,
,164,2.4977378845214844,0
8.25e-06,165,,
,165,2.561358690261841,0
8.3e-06,166,,
,166,2.587719202041626,0
8.350000000000001e-06,167,,
,167,2.539436101913452,0
8.400000000000001e-06,168,,
,168,2.4439971446990967,0
8.45e-06,169,,
,169,2.3657078742980957,0
8.500000000000002e-06,170,,
,170,2.2671313285827637,0
8.550000000000001e-06,171,,
,171,2.4080495834350586,0
8.599999999999999e-06,172,,
,172,2.3404738903045654,0
8.65e-06,173,,
,173,2.466379404067993,0
8.7e-06,174,,
,174,2.204385280609131,0
8.75e-06,175,,
,175,2.2701001167297363,0
8.8e-06,176,,
,176,2.2933993339538574,0
8.85e-06,177,,
,177,2.179999351501465,0
8.9e-06,178,,
,178,2.265855550765991,0
8.95e-06,179,,
,179,2.1892621517181396,0
9e-06,180,,
,180,2.207106351852417,0
9.05e-06,181,,
,181,2.264427423477173,0
9.100000000000001e-06,182,,
,182,2.137958526611328,0
9.15e-06,183,,
,183,2.001854658126831,0
9.2e-06,184,,
,184,2.0886263847351074,0
9.25e-06,185,,
,185,2.046356439590454,0
9.3e-06,186,,
,186,2.1632847785949707,0
9.35e-06,187,,
,187,1.9711778163909912,0
9.4e-06,188,,
,188,1.865220546722412,0
9.450000000000001e-06,189,,
,189,1.9165319204330444,0
9.5e-06,190,,
,190,2.1814568042755127,0
9.55e-06,191,,
,191,1.9219430685043335,0
9.600000000000001e-06,192,,
,192,1.8533031940460205,0
9.65e-06,193,,
,193,1.6971049308776855,0
9.7e-06,194,,
,194,1.8869062662124634,0
9.750000000000002e-06,195,,
,195,1.776703953742981,0
9.800000000000001e-06,196,,
,196,1.661893367767334,0
9.85e-06,197,,
,197,1.7442259788513184,0
9.900000000000002e-06,198,,
,198,1.7057826519012451,0
9.950000000000001e-06,199,,
,199,1.7701702117919922,0
1e-05,200,,
,200,1.7363128662109375,0
1.005e-05,201,,
,201,1.6694740056991577,0
1.0100000000000002e-05,202,,
,202,1.59685480594635,0
1.0150000000000001e-05,203,,
,203,1.588477373123169,0
1.02e-05,204,,
,204,1.6253714561462402,0
1.025e-05,205,,
,205,1.7228370904922485,0
1.03e-05,206,,
,206,1.649101734161377,0
1.035e-05,207,,
,207,1.7390342950820923,0
1.04e-05,208,,
,208,1.5431569814682007,0
1.045e-05,209,,
,209,1.5393109321594238,0
1.05e-05,210,,
,210,1.5850061178207397,0
1.055e-05,211,,
,211,1.498042106628418,0
1.06e-05,212,,
,212,1.4219096899032593,0
1.065e-05,213,,
,213,1.4142603874206543,0
1.0700000000000001e-05,214,,
,214,1.3901047706604004,0
1.075e-05,215,,
,215,1.4083327054977417,0
1.08e-05,216,,
,216,1.4613425731658936,0
1.0850000000000001e-05,217,,
,217,1.4264171123504639,0
1.09e-05,218,,
,218,1.395864725112915,0
1.095e-05,219,,
,219,1.2743189334869385,0
1.1000000000000001e-05,220,,
,220,1.3251291513442993,0
1.1050000000000001e-05,221,,
,221,1.3338544368743896,0
1.11e-05,222,,
,222,1.285526990890503,0
1.115e-05,223,,
,223,1.1848949193954468,0
1.1200000000000001e-05,224,,
,224,1.356693148612976,0
1.125e-05,225,,
,225,1.3388394117355347,0
1.13e-05,226,,
,226,1.2444342374801636,0
1.1350000000000001e-05,227,,
,227,1.2624545097351074,0
1.1400000000000001e-05,228,,
,228,1.2520453929901123,0
1.145e-05,229,,
,229,1.185778260231018,0
1.1500000000000002e-05,230,,
,230,1.1919333934783936,0
1.1550000000000001e-05,231,,
,231,1.2212491035461426,0
1.16e-05,232,,
,232,1.111440658569336,0
1.1650000000000002e-05,233,,
,233,1.2298763990402222,0
1.1700000000000001e-05,234,,
,234,1.0979127883911133,0
1.175e-05,235,,
,235,1.0468451976776123,0
1.18e-05,236,,
,236,1.1409516334533691,0
1.185e-05,237,,
,237,1.1112951040267944,0
1.19e-05,238,,
,238,1.0441479682922363,0
1.195e-05,239,,
,239,1.0257982015609741,0
1.2e-05,240,,
,240,1.0817606449127197,0
1.205e-05,241,,
,241,1.110654592514038,0
1.2100000000000001e-05,242,,
,242,0.9948152303695679,0
1.215e-05,243,,
,243,1.116437554359436,0
1.22e-05,244,,
,244,0.9965420961380005,0
1.225e-05,245,,
,245,1.0264347791671753,0
1.23e-05,246,,
,246,0.9479334950447083,0
1.235e-05,247,,
,247,1.0051496028900146,0
1.24e-05,248,,
,248,0.9962772130966187,0
1.2450000000000001e-05,249,,
,249,1.0143638849258423,0
1.25e-05,250,,
,250,1.0578557252883911,0
1.255e-05,251,,
,251,0.8838712573051453,0
1.2600000000000001e-05,252,,
,252,0.9972453117370605,0
1.2650000000000001e-05,253,,
,253,0.8754735589027405,0
1.27e-05,254,,
,254,0.9095557928085327,0
1.2750000000000002e-05,255,,
,255,0.9602219462394714,0
1.2800000000000001e-05,256,,
,256,0.9367955923080444,0
1.285e-05,257,,
,257,0.9166306853294373,0
1.29e-05,258,,
,258,0.9019753932952881,0
1.2950000000000001e-05,259,,
,259,0.9015893340110779,0
1.3000000000000001e-05,260,,
,260,0.841857373714447,0
1.305e-05,261,,
,261,0.8443412780761719,0
1.3100000000000002e-05,262,,
,262,0.9497727751731873,0
1.3150000000000001e-05,263,,
,263,0.835735559463501,0
1.32e-05,264,,
,264,0.9057517647743225,0
1.3250000000000002e-05,265,,
,265,0.7808914184570312,0
1.3300000000000001e-05,266,,
,266,0.907923698425293,0
1.3350000000000001e-05,267,,
,267,0.7420639395713806,0
1.3400000000000002e-05,268,,
,268,0.7222045660018921,0
1.3450000000000002e-05,269,,
,269,0.7505102753639221,0
1.3500000000000001e-05,270,,
,270,0.8046436905860901,0
1.3550000000000002e-05,271,,
,271,0.7392399907112122,0
1.3600000000000002e-05,272,,
,272,0.8633226752281189,0
1.3650000000000001e-05,273,,
,273,0.721066415309906,0
1.3700000000000001e-05,274,,
,274,0.6503363251686096,0
1.3750000000000002e-05,275,,
,275,0.6804234981536865,0
1.3800000000000002e-05,276,,
,276,0.6472221612930298,0
1.3850000000000001e-05,277,,
,277,0.7215214371681213,0
1.3900000000000002e-05,278,,
,278,0.6547179222106934,0
1.3950000000000002e-05,279,,
,279,0.7268187403678894,0
1.4000000000000001e-05,280,,
,280,0.7075087428092957,0
1.4050000000000003e-05,281,,
,281,0.7091027498245239,0
1.4099999999999999e-05,282,,
,282,0.6353418827056885,0
1.415e-05,283,,
,283,0.6526325345039368,0
1.42e-05,284,,
,284,0.6958341002464294,0
1.4249999999999999e-05,285,,
,285,0.5826923251152039,0
1.43e-05,286,,
,286,0.6205560564994812,0
1.435e-05,287,,
,287,0.5724164843559265,0
1.44e-05,288,,
,288,0.6471053957939148,0
1.4449999999999999e-05,289,,
,289,0.5532534718513489,0
1.45e-05,290,,
,290,0.615062415599823,0
1.455e-05,291,,
,291,0.5738629102706909,0
1.4599999999999999e-05,292,,
,292,0.6779831051826477,0
1.465e-05,293,,
,293,0.593437910079956,0
1.47e-05,294,,
,294,0.585644006729126,0
1.475e-05,295,,
,295,0.5751657485961914,0
1.48e-05,296,,
,296,0.5293318033218384,0
1.485e-05,297,,
,297,0.549350917339325,0
1.49e-05,298,,
,298,0.5971416234970093,0
1.4950000000000001e-05,299,,
,299,0.5382999777793884,0
1.5e-05,300,,
,300,0.5003795027732849,0
1.505e-05,301,,
,301,0.5362944006919861,0
1.51e-05,302,,
,302,0.44204530119895935,0
1.515e-05,303,,
,303,0.5282556414604187,0
1.52e-05,304,,
,304,0.5037974715232849,0
1.525e-05,305,,
,305,0.47417911887168884,0
1.53e-05,306,,
,306,0.463277131319046,0
1.535e-05,307,,
,307,0.4684402644634247,0
1.54e-05,308,,
,308,0.4423140287399292,0
1.545e-05,309,,
,309,0.41597819328308105,0
1.55e-05,310,,
,310,0.4698680341243744,0
1.5550000000000002e-05,311,,
,311,0.42681142687797546,0
1.56e-05,312,,
,312,0.4496377408504486,0
1.565e-05,313,,
,313,0.48130011558532715,0
1.5700000000000002e-05,314,,
,314,0.4068583846092224,0
1.575e-05,315,,
,315,0.4243764281272888,0
1.58e-05,316,,
,316,0.44812241196632385,0
1.5850000000000002e-05,317,,
,317,0.46736517548561096,0
1.59e-05,318,,
,318,0.4142408072948456,0
1.595e-05,319,,
,319,0.47320401668548584,0
1.6000000000000003e-05,320,,
,320,0.39034566283226013,0
1.605e-05,321,,
,321,0.42034387588500977,0
1.6100000000000002e-05,322,,
,322,0.4047192335128784,0
1.6150000000000003e-05,323,,
,323,0.3542546331882477,0
1.62e-05,324,,
,324,0.4075157940387726,0
1.6250000000000002e-05,325,,
,325,0.347873330116272,0
1.63e-05,326,,
,326,0.4112584888935089,0
1.635e-05,327,,
,327,0.4179386496543884,0
1.6400000000000002e-05,328,,
,328,0.36645883321762085,0
1.645e-05,329,,
,329,0.4270327091217041,0
1.65e-05,330,,
,330,0.3976678252220154,0
1.6550000000000002e-05,331,,
,331,0.35054364800453186,0
1.66e-05,332,,
,332,0.3860868215560913,0
1.665e-05,333,,
,333,0.35580185055732727,0
1.6700000000000003e-05,334,,
,334,0.35378730297088623,0
1.675e-05,335,,
,335,0.33991768956184387,0
1.6800000000000002e-05,336,,
,336,0.3333149552345276,0
1.6850000000000003e-05,337,,
,337,0.31520065665245056,0
1.69e-05,338,,
,338,0.3103000819683075,0
1.6950000000000002e-05,339,,
,339,0.3578849136829376,0
1.7000000000000003e-05,340,,
,340,0.33066487312316895,0
1.705e-05,341,,
,341,0.351871132850647,0
1.7100000000000002e-05,342,,
,342,0.366911381483078,0
1.7150000000000004e-05,343,,
,343,0.361469566822052,0
1.7199999999999998e-05,344,,
,344,0.3203409016132355,0
1.725e-05,345,,
,345,0.2849290072917938,0
1.73e-05,346,,
,346,0.33026260137557983,0
1.7349999999999998e-05,347,,
,347,0.3225921094417572,0
1.74e-05,348,,
,348,0.3227522075176239,0
1.745e-05,349,,
,349,0.3055579960346222,0
1.75e-05,350,,
,350,0.29676058888435364,0
1.755e-05,351,,
,351,0.31206247210502625,0
1.76e-05,352,,
,352,0.3030315637588501,0
1.765e-05,353,,
,353,0.33413347601890564,0
1.77e-05,354,,
,354,0.3154487907886505,0
1.775e-05,355,,
,355,0.28341642022132874,0
1.78e-05,356,,
,356,0.27550631761550903,0
1.785e-05,357,,
,357,0.2879762053489685,0
1.79e-05,358,,
,358,0.3085756301879883,0
1.795e-05,359,,
,359,0.3114742636680603,0
1.8e-05,360,,
,360,0.3190308213233948,0
1.805e-05,361,,
,361,0.28645434975624084,0
1.81e-05,362,,
,362,0.2812066078186035,0
1.815e-05,363,,
,363,0.2997284531593323,0
1.8200000000000002e-05,364,,
,364,0.2978209853172302,0
1.825e-05,365,,
,365,0.2886585295200348,0
1.83e-05,366,,
,366,0.28874480724334717,0
1.8350000000000002e-05,367,,
,367,0.29067349433898926,0
1.84e-05,368,,
,368,0.2836349606513977,0
1.845e-05,369,,
,369,0.24347317218780518,0
1.85e-05,370,,
,370,0.261355996131897,0
1.855e-05,371,,
,371,0.2787330448627472,0
1.86e-05,372,,
,372,0.2745782732963562,0
1.865e-05,373,,
,373,0.29317793250083923,0
1.87e-05,374,,
,374,0.2557157278060913,0
1.8750000000000002e-05,375,,
,375,0.2810969948768616,0
1.88e-05,376,,
,376,0.31433525681495667,0
1.885e-05,377,,
,377,0.2607337236404419,0
1.8900000000000002e-05,378,,
,378,0.25712940096855164,0
1.895e-05,379,,
,379,0.25078266859054565,0
1.9e-05,380,,
,380,0.2795504033565521,0
1.9050000000000002e-05,381,,
,381,0.2556029260158539,0
1.91e-05,382,,
,382,0.24818433821201324,0
1.915e-05,383,,
,383,0.2946370840072632,0
1.9200000000000003e-05,384,,
,384,0.3075927793979645,0
1.925e-05,385,,
,385,0.26647675037384033,0
1.93e-05,386,,
,386,0.30781543254852295,0
1.9350000000000003e-05,387,,
,387,0.24098466336727142,0
1.94e-05,388,,
,388,0.24357154965400696,0
1.9450000000000002e-05,389,,
,389,0.26143521070480347,0
1.9500000000000003e-05,390,,
,390,0.2853137254714966,0
1.955e-05,391,,
,391,0.23510561883449554,0
1.9600000000000002e-05,392,,
,392,0.2548292875289917,0
1.9650000000000003e-05,393,,
,393,0.274425745010376,0
1.97e-05,394,,
,394,0.27486652135849,0
1.9750000000000002e-05,395,,
,395,0.24014385044574738,0
1.9800000000000004e-05,396,,
,396,0.276858389377594,0
1.985e-05,397,,
,397,0.23062936961650848,0
1.9900000000000003e-05,398,,
,398,0.2504867613315582,0
1.995e-05,399,,
,399,0.24204781651496887,0
2e-05,400,,
,400,0.2586643099784851,0
2.0050000000000003e-05,401,,
,401,0.2526198923587799,0
2.01e-05,402,,
,402,0.25897476077079773,0
2.0150000000000002e-05,403,,
,403,0.2473716288805008,0
2.0200000000000003e-05,404,,
,404,0.23024345934391022,0
2.025e-05,405,,
,405,0.28709715604782104,0
2.0300000000000002e-05,406,,
,406,0.2615446448326111,0
2.035e-05,407,,
,407,0.22783999145030975,0
2.04e-05,408,,
,408,0.25726574659347534,0
2.045e-05,409,,
,409,0.26023513078689575,0
2.05e-05,410,,
,410,0.2616289258003235,0
2.055e-05,411,,
,411,0.27083534002304077,0
2.06e-05,412,,
,412,0.2511032521724701,0
2.065e-05,413,,
,413,0.24328690767288208,0
2.07e-05,414,,
,414,0.2782527506351471,0
2.075e-05,415,,
,415,0.28069767355918884,0
2.08e-05,416,,
,416,0.24205702543258667,0
2.085e-05,417,,
,417,0.23718427121639252,0
2.09e-05,418,,
,418,0.24018386006355286,0
2.095e-05,419,,
,419,0.2533791661262512,0
2.1e-05,420,,
,420,0.247332364320755,0
2.105e-05,421,,
,421,0.2568865716457367,0
2.11e-05,422,,
,422,0.2395799160003662,0
2.115e-05,423,,
,423,0.24144871532917023,0
2.12e-05,424,,
,424,0.2386152744293213,0
2.125e-05,425,,
,425,0.23202340304851532,0
2.13e-05,426,,
,426,0.24138882756233215,0
2.135e-05,427,,
,427,0.2268894761800766,0
2.1400000000000002e-05,428,,
,428,0.23974937200546265,0
2.145e-05,429,,
,429,0.2526911199092865,0
2.15e-05,430,,
,430,0.2272615134716034,0
2.1550000000000002e-05,431,,
,431,0.22927922010421753,0
2.16e-05,432,,
,432,0.23434236645698547,0
2.165e-05,433,,
,433,0.22146488726139069,0
2.1700000000000002e-05,434,,
,434,0.21720485389232635,0
2.175e-05,435,,
,435,0.2047874927520752,0
2.18e-05,436,,
,436,0.1968269795179367,0
2.1850000000000003e-05,437,,
,437,0.24544434249401093,0
2.19e-05,438,,
,438,0.264609158039093,0
2.195e-05,439,,
,439,0.2737729251384735,0
2.2000000000000003e-05,440,,
,440,0.23589514195919037,0
2.205e-05,441,,
,441,0.22046083211898804,0
2.2100000000000002e-05,442,,
,442,0.22586792707443237,0
2.215e-05,443,,
,443,0.19898034632205963,0
2.22e-05,444,,
,444,0.22283132374286652,0
2.2250000000000002e-05,445,,
,445,0.23502589762210846,0
2.23e-05,446,,
,446,0.22851356863975525,0
2.235e-05,447,,
,447,0.21745547652244568,0
2.2400000000000002e-05,448,,
,448,0.18943120539188385,0
2.245e-05,449,,
,449,0.19547128677368164,0
2.25e-05,450,,
,450,0.2324271947145462,0
2.2550000000000003e-05,451,,
,451,0.20687611401081085,0
2.26e-05,452,,
,452,0.1728850156068802,0
2.265e-05,453,,
,453,0.19852684438228607,0
2.2700000000000003e-05,454,,
,454,0.19807010889053345,0
2.275e-05,455,,
,455,0.2346106469631195,0
2.2800000000000002e-05,456,,
,456,0.21672937273979187,0
2.2850000000000003e-05,457,,
,457,0.2239915281534195,0
2.29e-05,458,,
,458,0.20119638741016388,0
2.2950000000000002e-05,459,,
,459,0.19469089806079865,0
2.3000000000000003e-05,460,,
,460,0.1999949812889099,0
2.305e-05,461,,
,461,0.23190821707248688,0
2.3100000000000002e-05,462,,
,462,0.22193223237991333,0
2.3150000000000004e-05,463,,
,463,0.19386397302150726,0
2.32e-05,464,,
,464,0.20170553028583527,0
2.3250000000000003e-05,465,,
,465,0.21904245018959045,0
2.3300000000000004e-05,466,,
,466,0.25541964173316956,0
2.3350000000000002e-05,467,,
,467,0.19098204374313354,0
2.3400000000000003e-05,468,,
,468,0.19295136630535126,0
2.345e-05,469,,
,469,0.22439125180244446,0
2.35e-05,470,,
,470,0.22058941423892975,0
2.355e-05,471,,
,471,0.20209136605262756,0
2.36e-05,472,,
,472,0.190143421292305,0
2.365e-05,473,,
,473,0.20408816635608673,0
2.37e-05,474,,
,474,0.23455719649791718,0
2.375e-05,475,,
,475,0.19682356715202332,0
2.38e-05,476,,
,476,0.18300190567970276,0
2.385e-05,477,,
,477,0.19383902847766876,0
2.39e-05,478,,
,478,0.22074149549007416,0
2.395e-05,479,,
,479,0.18521174788475037,0
2.4e-05,480,,
,480,0.2003507912158966,0
2.4050000000000002e-05,481,,
,481,0.17294006049633026,0
2.41e-05,482,,
,482,0.1747744232416153,0
2.415e-05,483,,
,483,0.20190326869487762,0
2.4200000000000002e-05,484,,
,484,0.19930244982242584,0
2.425e-05,485,,
,485,0.20127572119235992,0
2.43e-05,486,,
,486,0.20445352792739868,0
2.435e-05,487,,
,487,0.21355976164340973,0
2.44e-05,488,,
,488,0.18911650776863098,0
2.445e-05,489,,
,489,0.20550666749477386,0
2.45e-05,490,,
,490,0.19408078491687775,0
2.455e-05,491,,
,491,0.1699526160955429,0
2.46e-05,492,,
,492,0.21393969655036926,0
2.465e-05,493,,
,493,0.19851315021514893,0
2.47e-05,494,,
,494,0.19804984331130981,0
2.4750000000000002e-05,495,,
,495,0.18953391909599304,0
2.48e-05,496,,
,496,0.1952078491449356,0
2.485e-05,497,,
,497,0.18430061638355255,0
2.4900000000000002e-05,498,,
,498,0.2005520761013031,0
2.495e-05,499,,
,499,0.19101502001285553,0
2.5e-05,500,,
,500,0.18853719532489777,0
2.5050000000000002e-05,501,,
,501,0.21470464766025543,0
2.51e-05,502,,
,502,0.1997915655374527,0
2.515e-05,503,,
,503,0.20152585208415985,0
2.5200000000000003e-05,504,,
,504,0.1763128787279129,0
2.525e-05,505,,
,505,0.20900554955005646,0
2.5300000000000002e-05,506,,
,506,0.2012115716934204,0
2.5350000000000003e-05,507,,
,507,0.1876092404127121,0
2.54e-05,508,,
,508,0.1906837373971939,0
2.5450000000000002e-05,509,,
,509,0.18653132021427155,0
2.5500000000000003e-05,510,,
,510,0.17492404580116272,0
2.555e-05,511,,
,511,0.2240818440914154,0
2.5600000000000002e-05,512,,
,512,0.18377119302749634,0
2.5650000000000003e-05,513,,
,513,0.1789741963148117,0
2.57e-05,514,,
,514,0.17274731397628784,0
2.5750000000000002e-05,515,,
,515,0.17614760994911194,0
2.58e-05,516,,
,516,0.18493282794952393,0
2.585e-05,517,,
,517,0.18988442420959473,0
2.5900000000000003e-05,518,,
,518,0.19930855929851532,0
2.595e-05,519,,
,519,0.20390836894512177,0
2.6000000000000002e-05,520,,
,520,0.1714179813861847,0
2.6050000000000003e-05,521,,
,521,0.19520089030265808,0
2.61e-05,522,,
,522,0.18756015598773956,0
2.6150000000000002e-05,523,,
,523,0.18540431559085846,0
2.6200000000000003e-05,524,,
,524,0.22490382194519043,0
2.625e-05,525,,
,525,0.16918246448040009,0
2.6300000000000002e-05,526,,
,526,0.1765253245830536,0
