learning_rate,step,training_loss,epoch
,40,3.7891056537628174,0
2.05e-05,41,,
,41,4.665455341339111,0
2.1e-05,42,,
,42,3.9228429794311523,0
2.15e-05,43,,
,43,3.7353920936584473,0
2.2000000000000003e-05,44,,
,44,3.621107578277588,0
2.25e-05,45,,
,45,3.5708553791046143,0
2.3000000000000003e-05,46,,
,46,3.57407546043396,0
2.35e-05,47,,
,47,3.6981794834136963,0
2.4e-05,48,,
,48,3.5233242511749268,0
2.45e-05,49,,
,49,3.3198635578155518,0
2.5e-05,50,,
,50,3.3537416458129883,0
2.5500000000000003e-05,51,,
,51,3.2489006519317627,0
2.6000000000000002e-05,52,,
,52,2.990593910217285,0
2.6500000000000004e-05,53,,
,53,3.2372660636901855,0
2.7000000000000002e-05,54,,
,54,2.973335027694702,0
2.7500000000000004e-05,55,,
,55,2.8569746017456055,0
2.8000000000000003e-05,56,,
,56,2.7192554473876953,0
2.8499999999999998e-05,57,,
,57,2.9386820793151855,0
2.9e-05,58,,
,58,2.809087038040161,0
2.95e-05,59,,
,59,3.2490785121917725,0
3e-05,60,,
,60,2.758523464202881,0
3.05e-05,61,,
,61,2.667165517807007,0
3.1e-05,62,,
,62,2.478900909423828,0
3.15e-05,63,,
,63,2.46502685546875,0
3.2000000000000005e-05,64,,
,64,2.4854843616485596,0
3.2500000000000004e-05,65,,
,65,2.343189001083374,0
3.3e-05,66,,
,66,2.0668787956237793,0
3.35e-05,67,,
,67,2.3563334941864014,0
3.4000000000000007e-05,68,,
,68,2.335797071456909,0
3.45e-05,69,,
,69,2.0741117000579834,0
3.5e-05,70,,
,70,1.8738558292388916,0
3.55e-05,71,,
,71,1.8162602186203003,0
3.6e-05,72,,
,72,2.222088575363159,0
3.65e-05,73,,
,73,1.6589837074279785,0
3.7e-05,74,,
,74,1.7692571878433228,0
3.7500000000000003e-05,75,,
,75,1.719005823135376,0
3.8e-05,76,,
,76,1.6347501277923584,0
3.85e-05,77,,
,77,1.8889786005020142,0
3.9000000000000006e-05,78,,
,78,1.6297637224197388,0
3.9500000000000005e-05,79,,
,79,1.5882970094680786,0
4e-05,80,,
,80,1.4998619556427002,0
4.05e-05,81,,
,81,1.5028163194656372,0
4.1e-05,82,,
,82,1.5108420848846436,0
4.15e-05,83,,
,83,1.3663384914398193,0
4.2e-05,84,,
,84,1.4292232990264893,0
4.25e-05,85,,
,85,1.1776704788208008,0
4.3e-05,86,,
,86,1.1614854335784912,0
4.35e-05,87,,
,87,1.1384625434875488,0
4.4000000000000006e-05,88,,
,88,1.1464273929595947,0
4.4500000000000004e-05,89,,
,89,0.9208620190620422,0
4.5e-05,90,,
,90,1.218942642211914,0
4.55e-05,91,,
,91,1.4377281665802002,0
4.600000000000001e-05,92,,
,92,1.2118360996246338,0
4.6500000000000005e-05,93,,
,93,1.1199826002120972,0
4.7e-05,94,,
,94,1.059110164642334,0
4.75e-05,95,,
,95,1.1071579456329346,0
4.8e-05,96,,
,96,0.9321253895759583,0
4.85e-05,97,,
,97,0.9861214756965637,0
4.9e-05,98,,
,98,0.9891101717948914,0
4.9500000000000004e-05,99,,
,99,0.9323342442512512,0
5e-05,100,,
,100,0.8421733975410461,0
4.999918651568398e-05,101,,
,101,0.9288026690483093,0
4.999837303136796e-05,102,,
,102,0.8512375950813293,0
4.999755954705194e-05,103,,
,103,1.0134106874465942,0
4.999674606273591e-05,104,,
,104,0.8473432064056396,0
4.999593257841989e-05,105,,
,105,0.722399890422821,0
4.9995119094103873e-05,106,,
,106,0.9595078229904175,0
4.9994305609787845e-05,107,,
,107,0.5149699449539185,0
4.9993492125471824e-05,108,,
,108,0.708154022693634,0
4.99926786411558e-05,109,,
,109,0.8113676905632019,0
4.999186515683978e-05,110,,
,110,0.5590859651565552,0
4.999105167252376e-05,111,,
,111,0.5703575611114502,0
4.999023818820773e-05,112,,
,112,0.6171738505363464,0
4.9989424703891716e-05,113,,
,113,0.6941763162612915,0
4.998861121957569e-05,114,,
,114,0.5311877131462097,0
4.9987797735259667e-05,115,,
,115,0.7021380066871643,0
4.998698425094364e-05,116,,
,116,0.7093542218208313,0
4.9986170766627624e-05,117,,
,117,0.5645751953125,0
4.99853572823116e-05,118,,
,118,0.6373602747917175,0
4.9984543797995574e-05,119,,
,119,0.4960606098175049,0
4.998373031367955e-05,120,,
,120,0.4423162639141083,0
4.998291682936353e-05,121,,
,121,0.6004769802093506,0
4.998210334504751e-05,122,,
,122,0.39967912435531616,0
4.998128986073149e-05,123,,
,123,0.4423416554927826,0
4.9980476376415466e-05,124,,
,124,0.544512152671814,0
4.9979662892099445e-05,125,,
,125,0.6689711213111877,0
4.997884940778342e-05,126,,
,126,0.36661815643310547,0
4.9978035923467395e-05,127,,
,127,0.46893495321273804,0
4.997722243915138e-05,128,,
,128,0.34961384534835815,0
4.997640895483535e-05,129,,
,129,0.4058244824409485,0
4.997559547051933e-05,130,,
,130,0.32653430104255676,0
4.997478198620331e-05,131,,
,131,0.3836735188961029,0
4.997396850188729e-05,132,,
,132,0.40241268277168274,0
4.9973155017571266e-05,133,,
,133,0.43582257628440857,0
4.997234153325524e-05,134,,
,134,0.38028496503829956,0
4.997152804893922e-05,135,,
,135,0.3671036958694458,0
4.9970714564623195e-05,136,,
,136,0.33041346073150635,0
4.9969901080307174e-05,137,,
,137,0.4259495139122009,0
4.996908759599115e-05,138,,
,138,0.3499011993408203,0
4.996827411167513e-05,139,,
,139,0.3071753680706024,0
4.996746062735911e-05,140,,
,140,0.4323723018169403,0
4.996664714304308e-05,141,,
,141,0.4445456266403198,0
4.996583365872706e-05,142,,
,142,0.4057929217815399,0
4.9965020174411045e-05,143,,
,143,0.3726785480976105,0
4.9964206690095016e-05,144,,
,144,0.3690042197704315,0
4.9963393205778995e-05,145,,
,145,0.3460884094238281,0
4.9962579721462973e-05,146,,
,146,0.34063559770584106,0
4.996176623714695e-05,147,,
,147,0.38893571496009827,0
4.9960952752830924e-05,148,,
,148,0.2604430317878723,0
4.99601392685149e-05,149,,
,149,0.3702458441257477,0
4.995932578419889e-05,150,,
,150,0.35484224557876587,0
4.995851229988286e-05,151,,
,151,0.3174297511577606,0
4.995769881556684e-05,152,,
,152,0.27272316813468933,0
4.9956885331250816e-05,153,,
,153,0.30834826827049255,0
4.9956071846934795e-05,154,,
,154,0.29540368914604187,0
4.995525836261877e-05,155,,
,155,0.8752320408821106,0
4.9954444878302745e-05,156,,
,156,0.2572175860404968,0
4.995363139398673e-05,157,,
,157,0.28158921003341675,0
4.99528179096707e-05,158,,
,158,0.31326615810394287,0
4.995200442535468e-05,159,,
,159,0.25289246439933777,0
4.995119094103866e-05,160,,
,160,0.2732589840888977,0
4.995037745672264e-05,161,,
,161,0.32663795351982117,0
4.9949563972406616e-05,162,,
,162,0.29988181591033936,0
4.994875048809059e-05,163,,
,163,0.27801528573036194,0
4.994793700377457e-05,164,,
,164,0.35580459237098694,0
4.994712351945855e-05,165,,
,165,0.2826879918575287,0
4.994631003514252e-05,166,,
,166,0.26380065083503723,0
4.99454965508265e-05,167,,
,167,0.28688687086105347,0
4.994468306651048e-05,168,,
,168,0.2754858136177063,0
4.994386958219446e-05,169,,
,169,0.29868122935295105,0
4.994305609787844e-05,170,,
,170,0.34832116961479187,0
4.994224261356241e-05,171,,
,171,0.2563311755657196,0
4.9941429129246394e-05,172,,
,172,0.22521987557411194,0
4.9940615644930366e-05,173,,
,173,0.2724696397781372,0
4.9939802160614345e-05,174,,
,174,0.25789958238601685,0
4.993898867629832e-05,175,,
,175,0.29292401671409607,0
4.99381751919823e-05,176,,
,176,0.26073893904685974,0
4.993736170766628e-05,177,,
,177,0.2663244307041168,0
4.993654822335025e-05,178,,
,178,0.18794015049934387,0
4.993573473903424e-05,179,,
,179,0.3613223433494568,0
4.993492125471821e-05,180,,
,180,0.2904069423675537,0
4.993410777040219e-05,181,,
,181,0.2328394651412964,0
4.9933294286086166e-05,182,,
,182,0.24687691032886505,0
4.9932480801770145e-05,183,,
,183,0.2108740657567978,0
4.993166731745412e-05,184,,
,184,0.18085834383964539,0
4.9930853833138095e-05,185,,
,185,0.17524923384189606,0
4.993004034882208e-05,186,,
,186,0.2596898078918457,0
4.992922686450606e-05,187,,
,187,0.29490554332733154,0
4.992841338019003e-05,188,,
,188,0.24108296632766724,0
4.992759989587401e-05,189,,
,189,0.26475077867507935,0
4.992678641155799e-05,190,,
,190,0.3148360848426819,0
4.9925972927241966e-05,191,,
,191,0.23164786398410797,0
4.9925159442925944e-05,192,,
,192,0.2394004613161087,0
4.9924345958609916e-05,193,,
,193,0.28145378828048706,0
4.99235324742939e-05,194,,
,194,0.22804498672485352,0
4.992271898997787e-05,195,,
,195,0.18934392929077148,0
4.992190550566185e-05,196,,
,196,0.24634458124637604,0
4.992109202134583e-05,197,,
,197,0.26086804270744324,0
4.992027853702981e-05,198,,
,198,0.2171419858932495,0
4.991946505271379e-05,199,,
,199,0.19536739587783813,0
4.991865156839776e-05,200,,
,200,0.21271918714046478,0
4.9917838084081744e-05,201,,
,201,0.2028471976518631,0
4.991702459976572e-05,202,,
,202,0.18863634765148163,0
4.9916211115449695e-05,203,,
,203,0.2105432003736496,0
4.991539763113367e-05,204,,
,204,0.23497167229652405,0
4.991458414681765e-05,205,,
,205,0.18805257976055145,0
4.991377066250163e-05,206,,
,206,0.2149776816368103,0
4.99129571781856e-05,207,,
,207,0.23180221021175385,0
4.991214369386959e-05,208,,
,208,0.20870530605316162,0
4.9911330209553566e-05,209,,
,209,0.22663381695747375,0
4.991051672523754e-05,210,,
,210,0.21253462135791779,0
4.9909703240921516e-05,211,,
,211,0.16748252511024475,0
4.9908889756605494e-05,212,,
,212,0.24262851476669312,0
4.990807627228947e-05,213,,
,213,0.1963272988796234,0
4.990726278797345e-05,214,,
,214,0.2079380601644516,0
4.990644930365742e-05,215,,
,215,0.1915944367647171,0
4.990563581934141e-05,216,,
,216,0.16110765933990479,0
4.990482233502538e-05,217,,
,217,0.18462197482585907,0
4.990400885070936e-05,218,,
,218,0.2829092741012573,0
4.990319536639334e-05,219,,
,219,0.2589455246925354,0
4.9902381882077316e-05,220,,
,220,0.23268255591392517,0
4.9901568397761294e-05,221,,
,221,0.24089515209197998,0
4.9900754913445266e-05,222,,
,222,0.19761407375335693,0
4.989994142912925e-05,223,,
,223,0.19792486727237701,0
4.989912794481323e-05,224,,
,224,0.21338224411010742,0
4.98983144604972e-05,225,,
,225,0.21775397658348083,0
4.989750097618118e-05,226,,
,226,0.26182329654693604,0
4.989668749186516e-05,227,,
,227,0.17387576401233673,0
4.989587400754914e-05,228,,
,228,0.1709032952785492,0
4.9895060523233116e-05,229,,
,229,0.17354817688465118,0
4.9894247038917094e-05,230,,
,230,0.1743176132440567,0
4.989343355460107e-05,231,,
,231,0.1694636046886444,0
4.9892620070285044e-05,232,,
,232,0.18074718117713928,0
4.989180658596902e-05,233,,
,233,0.17478755116462708,0
4.989099310165301e-05,234,,
,234,0.3496372699737549,0
4.989017961733698e-05,235,,
,235,0.24702830612659454,0
4.988936613302096e-05,236,,
,236,0.19052258133888245,0
4.988855264870494e-05,237,,
,237,0.17039866745471954,0
4.9887739164388915e-05,238,,
,238,0.19325263798236847,0
4.988692568007289e-05,239,,
,239,0.15935800969600677,0
4.9886112195756866e-05,240,,
,240,0.1889544278383255,0
4.988529871144085e-05,241,,
,241,0.2246498167514801,0
4.988448522712482e-05,242,,
,242,0.21537519991397858,0
4.98836717428088e-05,243,,
,243,0.19378067553043365,0
4.988285825849277e-05,244,,
,244,0.1675918996334076,0
4.988204477417676e-05,245,,
,245,0.1831841915845871,0
4.988123128986074e-05,246,,
,246,0.18353815376758575,0
4.988041780554471e-05,247,,
,247,0.18966151773929596,0
4.987960432122869e-05,248,,
,248,0.19087724387645721,0
4.9878790836912666e-05,249,,
,249,0.22686199843883514,0
4.9877977352596644e-05,250,,
,250,0.13934633135795593,0
4.987716386828062e-05,251,,
,251,0.49985289573669434,0
4.98763503839646e-05,252,,
,252,0.19063134491443634,0
4.987553689964858e-05,253,,
,253,0.15236404538154602,0
4.987472341533255e-05,254,,
,254,0.2912589907646179,0
4.987390993101653e-05,255,,
,255,0.16690382361412048,0
4.9873096446700515e-05,256,,
,256,0.14401525259017944,0
4.987228296238449e-05,257,,
,257,0.2205050140619278,0
4.9871469478068465e-05,258,,
,258,0.21791428327560425,0
4.9870655993752444e-05,259,,
,259,0.1691361367702484,0
4.986984250943642e-05,260,,
,260,0.14132219552993774,0
4.98690290251204e-05,261,,
,261,0.17803171277046204,0
4.986821554080437e-05,262,,
,262,0.15830908715724945,0
4.986740205648836e-05,263,,
,263,0.20661573112010956,0
4.986658857217233e-05,264,,
,264,0.16588330268859863,0
4.986577508785631e-05,265,,
,265,0.17052389681339264,0
4.986496160354029e-05,266,,
,266,0.1666615605354309,0
4.9864148119224265e-05,267,,
,267,0.13908301293849945,0
4.9863334634908244e-05,268,,
,268,0.19694307446479797,0
4.9862521150592216e-05,269,,
,269,0.1615096926689148,0
4.9861707666276194e-05,270,,
,270,0.17624831199645996,0
4.986089418196017e-05,271,,
,271,0.21134985983371735,0
4.986008069764415e-05,272,,
,272,0.16451720893383026,0
4.985926721332813e-05,273,,
,273,0.1914955973625183,0
4.985845372901211e-05,274,,
,274,0.18052835762500763,0
4.985764024469609e-05,275,,
,275,0.17283077538013458,0
4.985682676038006e-05,276,,
,276,0.15594874322414398,0
4.985601327606404e-05,277,,
,277,0.18622606992721558,0
4.985519979174802e-05,278,,
,278,0.12580975890159607,0
4.9854386307431994e-05,279,,
,279,0.21272704005241394,0
4.985357282311597e-05,280,,
,280,0.20756149291992188,0
4.985275933879995e-05,281,,
,281,0.25068479776382446,0
4.985194585448393e-05,282,,
,282,0.14178091287612915,0
4.985113237016791e-05,283,,
,283,0.1631307154893875,0
4.985031888585188e-05,284,,
,284,0.11752789467573166,0
4.9849505401535865e-05,285,,
,285,0.15098440647125244,0
4.984869191721984e-05,286,,
,286,0.15329940617084503,0
4.9847878432903815e-05,287,,
,287,0.1710709035396576,0
4.9847064948587794e-05,288,,
,288,0.11300041526556015,0
4.984625146427177e-05,289,,
,289,0.14268970489501953,0
4.984543797995575e-05,290,,
,290,0.134667307138443,0
4.984462449563972e-05,291,,
,291,0.13751229643821716,0
4.984381101132371e-05,292,,
,292,0.09812355041503906,0
4.9842997527007686e-05,293,,
,293,0.17509713768959045,0
4.984218404269166e-05,294,,
,294,0.136901393532753,0
4.9841370558375637e-05,295,,
,295,0.2163780778646469,0
4.9840557074059615e-05,296,,
,296,0.2716801166534424,0
4.9839743589743594e-05,297,,
,297,0.10566403716802597,0
4.9838930105427565e-05,298,,
,298,0.13902200758457184,0
4.9838116621111544e-05,299,,
,299,0.14113149046897888,0
4.983730313679553e-05,300,,
,300,0.18133863806724548,0
4.98364896524795e-05,301,,
,301,0.09645459800958633,0
4.983567616816348e-05,302,,
,302,0.12077092379331589,0
4.983486268384746e-05,303,,
,303,0.17983786761760712,0
4.9834049199531436e-05,304,,
,304,0.13971030712127686,0
4.9833235715215415e-05,305,,
,305,0.16242079436779022,0
4.983242223089939e-05,306,,
,306,0.14174458384513855,0
4.983160874658337e-05,307,,
,307,0.1725924164056778,0
4.9830795262267344e-05,308,,
,308,0.16435790061950684,0
4.982998177795132e-05,309,,
,309,0.12367435544729233,0
4.98291682936353e-05,310,,
,310,0.14202208817005157,0
4.982835480931928e-05,311,,
,311,0.15663066506385803,0
4.982754132500326e-05,312,,
,312,0.11804843693971634,0
4.982672784068723e-05,313,,
,313,0.13117997348308563,0
4.9825914356371215e-05,314,,
,314,0.11869962513446808,0
4.982510087205519e-05,315,,
,315,0.13601678609848022,0
4.9824287387739165e-05,316,,
,316,0.16203083097934723,0
4.9823473903423144e-05,317,,
,317,0.12345778197050095,0
4.982266041910712e-05,318,,
,318,0.12933920323848724,0
4.98218469347911e-05,319,,
,319,0.11792594194412231,0
4.982103345047508e-05,320,,
,320,0.10835669189691544,0
4.982021996615905e-05,321,,
,321,0.14122654497623444,0
4.9819406481843036e-05,322,,
,322,0.07972841709852219,0
4.981859299752701e-05,323,,
,323,0.1649307906627655,0
4.9817779513210986e-05,324,,
,324,0.12504063546657562,0
4.9816966028894965e-05,325,,
,325,0.17729121446609497,0
4.9816152544578943e-05,326,,
,326,0.12958772480487823,0
4.981533906026292e-05,327,,
,327,0.093619704246521,0
4.9814525575946894e-05,328,,
,328,0.10382004827260971,0
4.981371209163088e-05,329,,
,329,0.12937572598457336,0
4.981289860731485e-05,330,,
,330,0.1664082258939743,0
4.981208512299883e-05,331,,
,331,0.1431477963924408,0
4.981127163868281e-05,332,,
,332,0.2578487694263458,0
4.9810458154366786e-05,333,,
,333,0.17367258667945862,0
4.9809644670050765e-05,334,,
,334,0.08544803410768509,0
4.9808831185734737e-05,335,,
,335,0.09093263745307922,0
4.980801770141872e-05,336,,
,336,0.11449036002159119,0
4.98072042171027e-05,337,,
,337,0.12263964116573334,0
4.980639073278667e-05,338,,
,338,0.14777764678001404,0
4.980557724847065e-05,339,,
,339,0.18234440684318542,0
4.980476376415463e-05,340,,
,340,0.093848317861557,0
4.980395027983861e-05,341,,
,341,0.12153428047895432,0
4.9803136795522586e-05,342,,
,342,0.11085614562034607,0
4.980232331120656e-05,343,,
,343,0.11061651259660721,0
4.980150982689054e-05,344,,
,344,0.14843861758708954,0
4.9800696342574515e-05,345,,
,345,0.14168140292167664,0
4.9799882858258493e-05,346,,
,346,0.14290887117385864,0
4.979906937394247e-05,347,,
,347,0.09583491832017899,0
4.979825588962645e-05,348,,
,348,0.1444372981786728,0
4.979744240531043e-05,349,,
,349,0.12163260579109192,0
4.97966289209944e-05,350,,
,350,0.1468552201986313,0
4.9795815436678386e-05,351,,
,351,0.08304861932992935,0
4.9795001952362365e-05,352,,
,352,0.10120630264282227,0
4.9794188468046336e-05,353,,
,353,0.11911686509847641,0
4.9793374983730315e-05,354,,
,354,0.1807514876127243,0
4.979256149941429e-05,355,,
,355,0.10726268589496613,0
4.979174801509827e-05,356,,
,356,0.1607762575149536,0
4.979093453078225e-05,357,,
,357,0.13110016286373138,0
4.979012104646623e-05,358,,
,358,0.08533454686403275,0
4.978930756215021e-05,359,,
,359,0.09493814408779144,0
4.978849407783418e-05,360,,
,360,0.15510350465774536,0
4.978768059351816e-05,361,,
,361,0.07985427975654602,0
4.9786867109202136e-05,362,,
,362,0.143259197473526,0
4.9786053624886115e-05,363,,
,363,0.20695838332176208,0
4.978524014057009e-05,364,,
,364,0.1161128580570221,0
4.978442665625407e-05,365,,
,365,0.09416713565587997,0
4.978361317193805e-05,366,,
,366,0.1943628340959549,0
4.978279968762202e-05,367,,
,367,0.09275825321674347,0
4.9781986203306e-05,368,,
,368,0.1133047342300415,0
4.9781172718989986e-05,369,,
,369,0.08952506631612778,0
4.978035923467396e-05,370,,
,370,0.10906928777694702,0
4.9779545750357936e-05,371,,
,371,0.07740743458271027,0
4.977873226604191e-05,372,,
,372,0.13114002346992493,0
4.977791878172589e-05,373,,
,373,0.12267687171697617,0
4.977710529740987e-05,374,,
,374,0.11763744801282883,0
4.977629181309384e-05,375,,
,375,0.1818738877773285,0
4.977547832877782e-05,376,,
,376,0.0910693034529686,0
4.97746648444618e-05,377,,
,377,0.07453260570764542,0
4.977385136014578e-05,378,,
,378,0.09056480973958969,0
4.977303787582976e-05,379,,
,379,0.09370771795511246,0
4.9772224391513736e-05,380,,
,380,0.11953065544366837,0
4.9771410907197714e-05,381,,
,381,0.12382128089666367,0
4.9770597422881686e-05,382,,
,382,0.11714526265859604,0
4.9769783938565665e-05,383,,
,383,0.0621563121676445,0
4.976897045424965e-05,384,,
,384,0.0866505354642868,0
4.976815696993362e-05,385,,
,385,0.10061530768871307,0
4.97673434856176e-05,386,,
,386,0.11565028876066208,0
4.976653000130158e-05,387,,
,387,0.12232863157987595,0
4.976571651698556e-05,388,,
,388,0.09001349657773972,0
4.976490303266953e-05,389,,
,389,0.07939736545085907,0
4.976408954835351e-05,390,,
,390,0.09221435338258743,0
4.976327606403749e-05,391,,
,391,0.1147293895483017,0
4.9762462579721464e-05,392,,
,392,0.04441496729850769,0
4.976164909540544e-05,393,,
,393,0.09132719784975052,0
4.9760835611089415e-05,394,,
,394,0.08648527413606644,0
4.97600221267734e-05,395,,
,395,0.09809631109237671,0
4.975920864245738e-05,396,,
,396,0.10833851993083954,0
4.975839515814135e-05,397,,
,397,0.12779615819454193,0
4.975758167382533e-05,398,,
,398,0.06567162275314331,0
4.975676818950931e-05,399,,
,399,0.09044194221496582,0
4.9755954705193286e-05,400,,
,400,0.12692226469516754,0
4.9755141220877264e-05,401,,
,401,0.07809849828481674,0
4.975432773656124e-05,402,,
,402,0.10385312139987946,0
4.975351425224522e-05,403,,
,403,0.1589415967464447,0
4.975270076792919e-05,404,,
,404,0.0841720923781395,0
4.975188728361317e-05,405,,
,405,0.10654420405626297,0
4.975107379929716e-05,406,,
,406,0.07435620576143265,0
4.975026031498113e-05,407,,
,407,0.0489698126912117,0
4.974944683066511e-05,408,,
,408,0.08164893090724945,0
4.9748633346349086e-05,409,,
,409,0.08218243718147278,0
4.9747819862033064e-05,410,,
,410,0.1087559387087822,0
4.974700637771704e-05,411,,
,411,0.03656807169318199,0
4.9746192893401014e-05,412,,
,412,0.044261008501052856,0
4.9745379409085e-05,413,,
,413,0.17144717276096344,0
4.974456592476897e-05,414,,
,414,0.08369148522615433,0
4.974375244045295e-05,415,,
,415,0.11820363253355026,0
4.974293895613693e-05,416,,
,416,0.15828055143356323,0
4.974212547182091e-05,417,,
,417,0.11538422852754593,0
4.9741311987504886e-05,418,,
,418,0.07069288194179535,0
4.974049850318886e-05,419,,
,419,0.05178854987025261,0
4.973968501887284e-05,420,,
,420,0.0868670642375946,0
4.9738871534556814e-05,421,,
,421,0.19790321588516235,0
4.973805805024079e-05,422,,
,422,0.11263594776391983,0
4.973724456592477e-05,423,,
,423,0.09529837220907211,0
4.973643108160875e-05,424,,
,424,0.09178029745817184,0
4.973561759729273e-05,425,,
,425,0.12823516130447388,0
4.97348041129767e-05,426,,
,426,0.07929806411266327,0
4.973399062866068e-05,427,,
,427,0.08518041670322418,0
4.9733177144344664e-05,428,,
,428,0.054435618221759796,0
4.9732363660028636e-05,429,,
,429,0.0842316597700119,0
4.9731550175712614e-05,430,,
,430,0.08328800648450851,0
4.973073669139659e-05,431,,
,431,0.05328505113720894,0
4.972992320708057e-05,432,,
,432,0.03908194974064827,0
4.972910972276455e-05,433,,
,433,0.0859563946723938,0
4.972829623844852e-05,434,,
,434,0.08075403422117233,0
4.972748275413251e-05,435,,
,435,0.057043422013521194,0
4.972666926981648e-05,436,,
,436,0.10746926069259644,0
4.972585578550046e-05,437,,
,437,0.11233744025230408,0
4.9725042301184435e-05,438,,
,438,0.09152789413928986,0
4.9724228816868414e-05,439,,
,439,0.08069488406181335,0
4.972341533255239e-05,440,,
,440,0.06791986525058746,0
4.9722601848236364e-05,441,,
,441,0.07052396237850189,0
4.972178836392035e-05,442,,
,442,0.10328783094882965,0
4.972097487960433e-05,443,,
,443,0.05123661458492279,0
4.97201613952883e-05,444,,
,444,0.06542674452066422,0
4.971934791097228e-05,445,,
,445,0.056054916232824326,0
4.971853442665626e-05,446,,
,446,0.056848764419555664,0
4.9717720942340235e-05,447,,
,447,0.05956551805138588,0
4.971690745802421e-05,448,,
,448,0.05854270979762077,0
4.9716093973708186e-05,449,,
,449,0.1398916393518448,0
4.971528048939217e-05,450,,
,450,0.07569555938243866,0
4.971446700507614e-05,451,,
,451,0.07733883708715439,0
4.971365352076012e-05,452,,
,452,0.10299894213676453,0
4.97128400364441e-05,453,,
,453,0.05024981498718262,0
4.971202655212808e-05,454,,
,454,0.09920965880155563,0
4.971121306781206e-05,455,,
,455,0.08009950071573257,0
4.971039958349603e-05,456,,
,456,0.10114491730928421,0
4.9709586099180014e-05,457,,
,457,0.05750492587685585,0
4.9708772614863985e-05,458,,
,458,0.06405389308929443,0
4.9707959130547964e-05,459,,
,459,0.06167924776673317,0
4.970714564623194e-05,460,,
,460,0.08693765103816986,0
4.970633216191592e-05,461,,
,461,0.08322158455848694,0
4.97055186775999e-05,462,,
,462,0.058519963175058365,0
4.970470519328387e-05,463,,
,463,0.08231021463871002,0
4.9703891708967857e-05,464,,
,464,0.08235883712768555,0
4.9703078224651835e-05,465,,
,465,0.03951415792107582,0
4.970226474033581e-05,466,,
,466,0.026715680956840515,0
4.9701451256019785e-05,467,,
,467,0.03968210518360138,0
4.9700637771703764e-05,468,,
,468,0.07708650827407837,0
4.969982428738774e-05,469,,
,469,0.09595760703086853,0
4.969901080307172e-05,470,,
,470,0.042097046971321106,0
4.969819731875569e-05,471,,
,471,0.06138280779123306,0
4.969738383443968e-05,472,,
,472,0.04321656748652458,0
4.969657035012365e-05,473,,
,473,0.06140695884823799,0
4.969575686580763e-05,474,,
,474,0.04060906916856766,0
4.969494338149161e-05,475,,
,475,0.05912032723426819,0
4.9694129897175585e-05,476,,
,476,0.058262165635824203,0
4.9693316412859564e-05,477,,
,477,0.026181433349847794,0
4.9692502928543535e-05,478,,
,478,0.05379759520292282,0
4.969168944422752e-05,479,,
,479,0.049834512174129486,0
4.969087595991149e-05,480,,
,480,0.1346513032913208,0
4.969006247559547e-05,481,,
,481,0.031077010557055473,0
4.968924899127945e-05,482,,
,482,0.09846344590187073,0
4.968843550696343e-05,483,,
,483,0.029012253507971764,0
4.9687622022647406e-05,484,,
,484,0.0920225977897644,0
4.968680853833138e-05,485,,
,485,0.05951564013957977,0
4.9685995054015364e-05,486,,
,486,0.03875510394573212,0
4.968518156969934e-05,487,,
