learning_rate,step,training_loss,epoch
,87,5.019053936004639,0
4.4e-06,88,,
,88,4.791963577270508,0
4.45e-06,89,,
,89,4.586307525634766,0
4.5e-06,90,,
,90,4.909018039703369,0
4.5500000000000005e-06,91,,
,91,4.79423713684082,0
4.6e-06,92,,
,92,4.675399303436279,0
4.65e-06,93,,
,93,4.571463108062744,0
4.7e-06,94,,
,94,4.762824535369873,0
4.75e-06,95,,
,95,4.4931440353393555,0
4.800000000000001e-06,96,,
,96,4.611862659454346,0
4.85e-06,97,,
,97,4.462011337280273,0
4.9000000000000005e-06,98,,
,98,4.386299133300781,0
4.950000000000001e-06,99,,
,99,4.423990726470947,0
5e-06,100,,
,100,4.0985107421875,0
5.050000000000001e-06,101,,
,101,4.165252685546875,0
5.1e-06,102,,
,102,4.163262844085693,0
5.15e-06,103,,
,103,4.281292915344238,0
5.2e-06,104,,
,104,4.312419414520264,0
5.25e-06,105,,
,105,4.421871662139893,0
5.3e-06,106,,
,106,3.9905319213867188,0
5.3500000000000004e-06,107,,
,107,3.9045581817626953,0
5.4e-06,108,,
,108,4.063562393188477,0
5.45e-06,109,,
,109,4.034756183624268,0
5.500000000000001e-06,110,,
,110,4.04812479019165,0
5.55e-06,111,,
,111,3.949812650680542,0
5.600000000000001e-06,112,,
,112,3.8449208736419678,0
5.65e-06,113,,
,113,3.87935471534729,0
5.7000000000000005e-06,114,,
,114,3.888679027557373,0
5.750000000000001e-06,115,,
,115,4.010561466217041,0
5.8e-06,116,,
,116,3.721106767654419,0
5.850000000000001e-06,117,,
,117,3.821305990219116,0
5.9e-06,118,,
,118,3.774857997894287,0
5.95e-06,119,,
,119,3.8492367267608643,0
6e-06,120,,
,120,3.6623239517211914,0
6.0500000000000005e-06,121,,
,121,3.6012582778930664,0
6.1e-06,122,,
,122,3.6569411754608154,0
6.15e-06,123,,
,123,3.4034993648529053,0
6.2e-06,124,,
,124,3.455573081970215,0
6.25e-06,125,,
,125,3.6381235122680664,0
6.300000000000001e-06,126,,
,126,3.504503011703491,0
6.35e-06,127,,
,127,3.5379116535186768,0
6.4000000000000006e-06,128,,
,128,3.5302934646606445,0
6.45e-06,129,,
,129,3.396646022796631,0
6.5000000000000004e-06,130,,
,130,3.4626293182373047,0
6.550000000000001e-06,131,,
,131,3.216963768005371,0
6.6e-06,132,,
,132,3.3511223793029785,0
6.650000000000001e-06,133,,
,133,3.3391642570495605,0
6.700000000000001e-06,134,,
,134,3.3969485759735107,0
6.750000000000001e-06,135,,
,135,3.289710521697998,0
6.800000000000001e-06,136,,
,136,3.5840001106262207,0
6.8500000000000005e-06,137,,
,137,3.2869439125061035,0
6.900000000000001e-06,138,,
,138,3.17415714263916,0
6.950000000000001e-06,139,,
,139,3.246974229812622,0
7.000000000000001e-06,140,,
,140,3.025552749633789,0
7.049999999999999e-06,141,,
,141,3.218168020248413,0
7.1e-06,142,,
,142,3.111006498336792,0
7.15e-06,143,,
,143,3.0003552436828613,0
7.2e-06,144,,
,144,3.094369888305664,0
7.25e-06,145,,
,145,2.951681137084961,0
7.2999999999999996e-06,146,,
,146,2.9892358779907227,0
7.35e-06,147,,
,147,3.119673013687134,0
7.4e-06,148,,
,148,2.8797285556793213,0
7.45e-06,149,,
,149,2.9436373710632324,0
7.5e-06,150,,
,150,2.8242108821868896,0
7.55e-06,151,,
,151,2.94555401802063,0
7.6e-06,152,,
,152,2.835923910140991,0
7.65e-06,153,,
,153,2.9773757457733154,0
7.7e-06,154,,
,154,2.8738059997558594,0
7.75e-06,155,,
,155,2.6366677284240723,0
7.8e-06,156,,
,156,2.6295695304870605,0
7.850000000000001e-06,157,,
,157,2.709576368331909,0
7.9e-06,158,,
,158,2.5603866577148438,0
7.95e-06,159,,
,159,2.639927387237549,0
8.000000000000001e-06,160,,
,160,2.5459492206573486,0
8.050000000000001e-06,161,,
,161,2.646967887878418,0
8.1e-06,162,,
,162,2.5046074390411377,0
8.15e-06,163,,
,163,2.488264560699463,0
8.200000000000001e-06,164,,
,164,2.5724024772644043,0
8.25e-06,165,,
,165,2.3564863204956055,0
8.3e-06,166,,
,166,2.43449330329895,0
8.350000000000001e-06,167,,
,167,2.298475503921509,0
8.400000000000001e-06,168,,
,168,2.3360369205474854,0
8.45e-06,169,,
,169,2.3833553791046143,0
8.500000000000002e-06,170,,
,170,2.275014877319336,0
8.550000000000001e-06,171,,
,171,2.248249053955078,0
8.599999999999999e-06,172,,
,172,2.3214235305786133,0
8.65e-06,173,,
,173,2.3090715408325195,0
8.7e-06,174,,
,174,2.1247000694274902,0
8.75e-06,175,,
,175,2.253997564315796,0
8.8e-06,176,,
,176,2.1738321781158447,0
8.85e-06,177,,
,177,2.037658452987671,0
8.9e-06,178,,
,178,2.166630506515503,0
8.95e-06,179,,
,179,2.13934063911438,0
9e-06,180,,
,180,2.157743215560913,0
9.05e-06,181,,
,181,2.038347005844116,0
9.100000000000001e-06,182,,
,182,2.10386061668396,0
9.15e-06,183,,
,183,2.073054552078247,0
9.2e-06,184,,
,184,1.997995138168335,0
9.25e-06,185,,
,185,1.8969879150390625,0
9.3e-06,186,,
,186,1.888017177581787,0
9.35e-06,187,,
,187,1.905487060546875,0
9.4e-06,188,,
,188,1.882771611213684,0
9.450000000000001e-06,189,,
,189,1.8741315603256226,0
9.5e-06,190,,
,190,1.8138066530227661,0
9.55e-06,191,,
,191,1.7033659219741821,0
9.600000000000001e-06,192,,
,192,1.8180572986602783,0
9.65e-06,193,,
,193,1.685140609741211,0
9.7e-06,194,,
,194,1.8143959045410156,0
9.750000000000002e-06,195,,
,195,1.879244327545166,0
9.800000000000001e-06,196,,
,196,1.7491874694824219,0
9.85e-06,197,,
,197,1.7290581464767456,0
9.900000000000002e-06,198,,
,198,1.5077897310256958,0
9.950000000000001e-06,199,,
,199,1.4905532598495483,0
1e-05,200,,
,200,1.6442104578018188,0
1.005e-05,201,,
,201,1.6546117067337036,0
1.0100000000000002e-05,202,,
,202,1.4613970518112183,0
1.0150000000000001e-05,203,,
,203,1.5811693668365479,0
1.02e-05,204,,
,204,1.5826605558395386,0
1.025e-05,205,,
,205,1.7342429161071777,0
1.03e-05,206,,
,206,1.5031647682189941,0
1.035e-05,207,,
,207,1.4223614931106567,0
1.04e-05,208,,
,208,1.5205109119415283,0
1.045e-05,209,,
,209,1.5888712406158447,0
1.05e-05,210,,
,210,1.4297080039978027,0
1.055e-05,211,,
,211,1.4024921655654907,0
1.06e-05,212,,
,212,1.4881441593170166,0
1.065e-05,213,,
,213,1.4542676210403442,0
1.0700000000000001e-05,214,,
,214,1.4527934789657593,0
1.075e-05,215,,
,215,1.2854455709457397,0
1.08e-05,216,,
,216,1.3350770473480225,0
1.0850000000000001e-05,217,,
,217,1.4957520961761475,0
1.09e-05,218,,
,218,1.3505454063415527,0
1.095e-05,219,,
,219,1.3111913204193115,0
1.1000000000000001e-05,220,,
,220,1.3201804161071777,0
1.1050000000000001e-05,221,,
,221,1.2382681369781494,0
1.11e-05,222,,
,222,1.2700235843658447,0
1.115e-05,223,,
,223,1.2672816514968872,0
1.1200000000000001e-05,224,,
,224,1.3258479833602905,0
1.125e-05,225,,
,225,1.2425706386566162,0
1.13e-05,226,,
,226,1.2388782501220703,0
1.1350000000000001e-05,227,,
,227,1.277004599571228,0
1.1400000000000001e-05,228,,
,228,1.1494697332382202,0
1.145e-05,229,,
,229,1.359171748161316,0
1.1500000000000002e-05,230,,
,230,1.0499337911605835,0
1.1550000000000001e-05,231,,
,231,1.1243780851364136,0
1.16e-05,232,,
,232,1.0905336141586304,0
1.1650000000000002e-05,233,,
,233,1.062133550643921,0
1.1700000000000001e-05,234,,
,234,1.0640122890472412,0
1.175e-05,235,,
,235,1.108805537223816,0
1.18e-05,236,,
,236,1.1919724941253662,0
1.185e-05,237,,
,237,1.0858254432678223,0
1.19e-05,238,,
,238,1.040978193283081,0
1.195e-05,239,,
,239,1.0307899713516235,0
1.2e-05,240,,
,240,1.0064481496810913,0
1.205e-05,241,,
,241,1.007339596748352,0
1.2100000000000001e-05,242,,
,242,0.9902858734130859,0
1.215e-05,243,,
,243,1.038169264793396,0
1.22e-05,244,,
,244,1.0241374969482422,0
1.225e-05,245,,
,245,1.068859577178955,0
1.23e-05,246,,
,246,1.0932507514953613,0
1.235e-05,247,,
,247,0.9368835687637329,0
1.24e-05,248,,
,248,1.0586591958999634,0
1.2450000000000001e-05,249,,
,249,0.9103480577468872,0
1.25e-05,250,,
,250,0.9672582745552063,0
1.255e-05,251,,
,251,0.9971415996551514,0
1.2600000000000001e-05,252,,
,252,0.8545475006103516,0
1.2650000000000001e-05,253,,
,253,0.9111068248748779,0
1.27e-05,254,,
,254,0.9548945426940918,0
1.2750000000000002e-05,255,,
,255,0.8850759863853455,0
1.2800000000000001e-05,256,,
,256,0.8889865279197693,0
1.285e-05,257,,
,257,0.8569805026054382,0
1.29e-05,258,,
,258,0.8750384449958801,0
1.2950000000000001e-05,259,,
,259,0.8310057520866394,0
1.3000000000000001e-05,260,,
,260,0.7987543940544128,0
1.305e-05,261,,
,261,0.826221764087677,0
1.3100000000000002e-05,262,,
,262,0.802471935749054,0
1.3150000000000001e-05,263,,
,263,0.798101007938385,0
1.32e-05,264,,
,264,0.7779253125190735,0
1.3250000000000002e-05,265,,
,265,0.7876437306404114,0
1.3300000000000001e-05,266,,
,266,0.7729480862617493,0
1.3350000000000001e-05,267,,
,267,0.7703335285186768,0
1.3400000000000002e-05,268,,
,268,0.7708934545516968,0
1.3450000000000002e-05,269,,
,269,0.7789895534515381,0
1.3500000000000001e-05,270,,
,270,0.7330350279808044,0
1.3550000000000002e-05,271,,
,271,0.7372846603393555,0
1.3600000000000002e-05,272,,
,272,0.7063013911247253,0
1.3650000000000001e-05,273,,
,273,0.7427999973297119,0
1.3700000000000001e-05,274,,
,274,0.6798473000526428,0
1.3750000000000002e-05,275,,
,275,0.6114516854286194,0
1.3800000000000002e-05,276,,
,276,0.7130002379417419,0
1.3850000000000001e-05,277,,
,277,0.5979788303375244,0
1.3900000000000002e-05,278,,
,278,0.6376552581787109,0
1.3950000000000002e-05,279,,
,279,0.7903576493263245,0
1.4000000000000001e-05,280,,
,280,0.70572429895401,0
1.4050000000000003e-05,281,,
,281,0.6816149353981018,0
1.4099999999999999e-05,282,,
,282,0.6433615684509277,0
1.415e-05,283,,
,283,0.5947819352149963,0
1.42e-05,284,,
,284,0.6445987224578857,0
1.4249999999999999e-05,285,,
,285,0.5920823216438293,0
1.43e-05,286,,
,286,0.5971726775169373,0
1.435e-05,287,,
,287,0.6050571799278259,0
1.44e-05,288,,
,288,0.5168623328208923,0
1.4449999999999999e-05,289,,
,289,0.6152811050415039,0
1.45e-05,290,,
,290,0.5705876350402832,0
1.455e-05,291,,
,291,0.5655385255813599,0
1.4599999999999999e-05,292,,
,292,0.5996706485748291,0
1.465e-05,293,,
,293,0.4947661757469177,0
1.47e-05,294,,
,294,0.5544107556343079,0
1.475e-05,295,,
,295,0.455747127532959,0
1.48e-05,296,,
,296,0.4603293240070343,0
1.485e-05,297,,
,297,0.5760347247123718,0
1.49e-05,298,,
,298,0.48083943128585815,0
1.4950000000000001e-05,299,,
,299,0.47947344183921814,0
1.5e-05,300,,
,300,0.454593688249588,0
1.505e-05,301,,
,301,0.47394171357154846,0
1.51e-05,302,,
,302,0.5568621158599854,0
1.515e-05,303,,
,303,0.46675941348075867,0
1.52e-05,304,,
,304,0.5181818604469299,0
1.525e-05,305,,
,305,0.411119669675827,0
1.53e-05,306,,
,306,0.42435064911842346,0
1.535e-05,307,,
,307,0.3728395998477936,0
1.54e-05,308,,
,308,0.443241685628891,0
1.545e-05,309,,
,309,0.40564700961112976,0
1.55e-05,310,,
,310,0.3931381404399872,0
1.5550000000000002e-05,311,,
,311,0.43591564893722534,0
1.56e-05,312,,
,312,0.4271944463253021,0
1.565e-05,313,,
,313,0.4204160273075104,0
1.5700000000000002e-05,314,,
,314,0.3931077718734741,0
1.575e-05,315,,
,315,0.41222795844078064,0
1.58e-05,316,,
,316,0.4052274823188782,0
1.5850000000000002e-05,317,,
,317,0.44226598739624023,0
1.59e-05,318,,
,318,0.38541024923324585,0
1.595e-05,319,,
,319,0.38476529717445374,0
1.6000000000000003e-05,320,,
,320,0.37923023104667664,0
1.605e-05,321,,
,321,0.38092005252838135,0
1.6100000000000002e-05,322,,
,322,0.3837731182575226,0
1.6150000000000003e-05,323,,
,323,0.37740999460220337,0
1.62e-05,324,,
,324,0.38431310653686523,0
1.6250000000000002e-05,325,,
,325,0.3760191798210144,0
1.63e-05,326,,
,326,0.38666000962257385,0
1.635e-05,327,,
,327,0.39724287390708923,0
1.6400000000000002e-05,328,,
,328,0.3569825291633606,0
1.645e-05,329,,
,329,0.3581564426422119,0
1.65e-05,330,,
,330,0.36843326687812805,0
1.6550000000000002e-05,331,,
,331,0.33163461089134216,0
1.66e-05,332,,
,332,0.35274213552474976,0
1.665e-05,333,,
,333,0.318469375371933,0
1.6700000000000003e-05,334,,
,334,0.35053399205207825,0
1.675e-05,335,,
,335,0.36754342913627625,0
1.6800000000000002e-05,336,,
,336,0.3079778552055359,0
1.6850000000000003e-05,337,,
,337,0.323956698179245,0
1.69e-05,338,,
,338,0.3268600106239319,0
1.6950000000000002e-05,339,,
,339,0.33612582087516785,0
1.7000000000000003e-05,340,,
,340,0.33592769503593445,0
1.705e-05,341,,
,341,0.30662423372268677,0
1.7100000000000002e-05,342,,
,342,0.31511661410331726,0
1.7150000000000004e-05,343,,
,343,0.2876528799533844,0
1.7199999999999998e-05,344,,
,344,0.29029780626296997,0
1.725e-05,345,,
,345,0.3169909417629242,0
1.73e-05,346,,
,346,0.3516353666782379,0
1.7349999999999998e-05,347,,
,347,0.29434341192245483,0
1.74e-05,348,,
,348,0.2882175147533417,0
1.745e-05,349,,
,349,0.29241636395454407,0
1.75e-05,350,,
,350,0.3079722225666046,0
1.755e-05,351,,
,351,0.2552708089351654,0
1.76e-05,352,,
,352,0.2772790789604187,0
1.765e-05,353,,
,353,0.29469364881515503,0
1.77e-05,354,,
,354,0.30640479922294617,0
1.775e-05,355,,
,355,0.2925204038619995,0
1.78e-05,356,,
,356,0.26928362250328064,0
1.785e-05,357,,
,357,0.28304988145828247,0
1.79e-05,358,,
,358,0.3176209032535553,0
1.795e-05,359,,
,359,0.2895476222038269,0
1.8e-05,360,,
,360,0.2434426248073578,0
1.805e-05,361,,
,361,0.3069661855697632,0
1.81e-05,362,,
,362,0.28429439663887024,0
1.815e-05,363,,
,363,0.25057902932167053,0
1.8200000000000002e-05,364,,
,364,0.29396864771842957,0
1.825e-05,365,,
,365,0.2879895567893982,0
1.83e-05,366,,
,366,0.2610675096511841,0
1.8350000000000002e-05,367,,
,367,0.2641755938529968,0
1.84e-05,368,,
,368,0.26814141869544983,0
1.845e-05,369,,
,369,0.27287977933883667,0
1.85e-05,370,,
,370,0.27643343806266785,0
1.855e-05,371,,
,371,0.2833589017391205,0
1.86e-05,372,,
,372,0.2930731475353241,0
1.865e-05,373,,
,373,0.2721516489982605,0
1.87e-05,374,,
,374,0.2701479494571686,0
1.8750000000000002e-05,375,,
,375,0.24693959951400757,0
1.88e-05,376,,
,376,0.26430806517601013,0
1.885e-05,377,,
,377,0.21733032166957855,0
1.8900000000000002e-05,378,,
,378,0.22642287611961365,0
1.895e-05,379,,
,379,0.2510320842266083,0
1.9e-05,380,,
,380,0.23459196090698242,0
1.9050000000000002e-05,381,,
,381,0.23865561187267303,0
1.91e-05,382,,
,382,0.2473667711019516,0
1.915e-05,383,,
,383,0.22351495921611786,0
1.9200000000000003e-05,384,,
,384,0.2887883186340332,0
1.925e-05,385,,
,385,0.2477797418832779,0
1.93e-05,386,,
,386,0.24812428653240204,0
1.9350000000000003e-05,387,,
,387,0.2556051015853882,0
1.94e-05,388,,
,388,0.2524229884147644,0
1.9450000000000002e-05,389,,
,389,0.2197442352771759,0
1.9500000000000003e-05,390,,
,390,0.24343490600585938,0
1.955e-05,391,,
,391,0.2476106882095337,0
1.9600000000000002e-05,392,,
,392,0.2362731695175171,0
1.9650000000000003e-05,393,,
,393,0.214796781539917,0
1.97e-05,394,,
,394,0.2251545786857605,0
1.9750000000000002e-05,395,,
,395,0.22827190160751343,0
1.9800000000000004e-05,396,,
,396,0.2536315619945526,0
1.985e-05,397,,
,397,0.2264339029788971,0
1.9900000000000003e-05,398,,
,398,0.2468864470720291,0
1.995e-05,399,,
,399,0.20993101596832275,0
2e-05,400,,
,400,0.21525195240974426,0
2.0050000000000003e-05,401,,
,401,0.22992412745952606,0
2.01e-05,402,,
,402,0.231132373213768,0
2.0150000000000002e-05,403,,
,403,0.23916199803352356,0
2.0200000000000003e-05,404,,
,404,0.1997832953929901,0
2.025e-05,405,,
,405,0.18577389419078827,0
2.0300000000000002e-05,406,,
,406,0.2116306871175766,0
2.035e-05,407,,
,407,0.216671422123909,0
2.04e-05,408,,
,408,0.23116853833198547,0
2.045e-05,409,,
,409,0.21650102734565735,0
2.05e-05,410,,
,410,0.23284441232681274,0
2.055e-05,411,,
,411,0.22369080781936646,0
2.06e-05,412,,
,412,0.22599385678768158,0
2.065e-05,413,,
,413,0.2188788652420044,0
2.07e-05,414,,
,414,0.20882971584796906,0
2.075e-05,415,,
,415,0.2067658007144928,0
2.08e-05,416,,
,416,0.22089150547981262,0
2.085e-05,417,,
,417,0.20118595659732819,0
2.09e-05,418,,
,418,0.22182178497314453,0
2.095e-05,419,,
,419,0.20748242735862732,0
2.1e-05,420,,
,420,0.18680675327777863,0
2.105e-05,421,,
,421,0.2391706258058548,0
2.11e-05,422,,
,422,0.24537718296051025,0
2.115e-05,423,,
,423,0.3418879210948944,0
2.12e-05,424,,
,424,0.20569592714309692,0
2.125e-05,425,,
,425,0.19393163919448853,0
2.13e-05,426,,
,426,0.2071644365787506,0
2.135e-05,427,,
,427,0.18828648328781128,0
2.1400000000000002e-05,428,,
,428,0.1793399602174759,0
2.145e-05,429,,
,429,0.22557654976844788,0
2.15e-05,430,,
,430,0.21533018350601196,0
2.1550000000000002e-05,431,,
,431,0.20449049770832062,0
2.16e-05,432,,
,432,0.20066773891448975,0
2.165e-05,433,,
,433,0.20357821881771088,0
2.1700000000000002e-05,434,,
,434,0.19751712679862976,0
2.175e-05,435,,
,435,0.21418249607086182,0
2.18e-05,436,,
,436,0.32496386766433716,0
2.1850000000000003e-05,437,,
,437,0.1949726939201355,0
2.19e-05,438,,
,438,0.1852886825799942,0
2.195e-05,439,,
,439,0.19034117460250854,0
2.2000000000000003e-05,440,,
,440,0.19901061058044434,0
2.205e-05,441,,
,441,0.17082366347312927,0
2.2100000000000002e-05,442,,
,442,0.2087801992893219,0
2.215e-05,443,,
,443,0.1876343935728073,0
2.22e-05,444,,
,444,0.15824081003665924,0
2.2250000000000002e-05,445,,
,445,0.18691980838775635,0
2.23e-05,446,,
,446,0.18356549739837646,0
2.235e-05,447,,
,447,0.19222812354564667,0
2.2400000000000002e-05,448,,
,448,0.16735254228115082,0
2.245e-05,449,,
,449,0.18776912987232208,0
2.25e-05,450,,
,450,0.17800240218639374,0
2.2550000000000003e-05,451,,
,451,0.20265085995197296,0
2.26e-05,452,,
,452,0.16508004069328308,0
2.265e-05,453,,
,453,0.20232802629470825,0
2.2700000000000003e-05,454,,
,454,0.16210275888442993,0
2.275e-05,455,,
,455,0.16117918491363525,0
2.2800000000000002e-05,456,,
,456,0.1805240362882614,0
2.2850000000000003e-05,457,,
,457,0.17293691635131836,0
2.29e-05,458,,
,458,0.18853606283664703,0
2.2950000000000002e-05,459,,
,459,0.21392087638378143,0
2.3000000000000003e-05,460,,
,460,0.16486535966396332,0
2.305e-05,461,,
,461,0.17475859820842743,0
2.3100000000000002e-05,462,,
,462,0.20139694213867188,0
2.3150000000000004e-05,463,,
,463,0.19644537568092346,0
2.32e-05,464,,
,464,0.15147511661052704,0
2.3250000000000003e-05,465,,
,465,0.163524329662323,0
2.3300000000000004e-05,466,,
,466,0.1747746467590332,0
2.3350000000000002e-05,467,,
,467,0.16947148740291595,0
2.3400000000000003e-05,468,,
,468,0.1769070327281952,0
2.345e-05,469,,
,469,0.1900063008069992,0
2.35e-05,470,,
,470,0.1783999502658844,0
2.355e-05,471,,
,471,0.1842271387577057,0
2.36e-05,472,,
,472,0.150413379073143,0
2.365e-05,473,,
,473,0.15913352370262146,0
2.37e-05,474,,
,474,0.1798168420791626,0
2.375e-05,475,,
,475,0.16558554768562317,0
2.38e-05,476,,
,476,0.17702236771583557,0
2.385e-05,477,,
,477,0.15834581851959229,0
2.39e-05,478,,
,478,0.1536877602338791,0
2.395e-05,479,,
,479,0.1926332265138626,0
2.4e-05,480,,
,480,0.16931331157684326,0
2.4050000000000002e-05,481,,
,481,0.16451522707939148,0
2.41e-05,482,,
,482,0.1916993260383606,0
2.415e-05,483,,
,483,0.15985698997974396,0
2.4200000000000002e-05,484,,
,484,0.17824070155620575,0
2.425e-05,485,,
,485,0.17040206491947174,0
2.43e-05,486,,
,486,0.19133339822292328,0
2.435e-05,487,,
,487,0.1563909947872162,0
2.44e-05,488,,
,488,0.18546079099178314,0
2.445e-05,489,,
,489,0.15051062405109406,0
2.45e-05,490,,
,490,0.14784100651741028,0
2.455e-05,491,,
,491,0.14366286993026733,0
2.46e-05,492,,
,492,0.19507932662963867,0
2.465e-05,493,,
,493,0.1624583601951599,0
2.47e-05,494,,
,494,0.1699671596288681,0
2.4750000000000002e-05,495,,
,495,0.15013901889324188,0
2.48e-05,496,,
,496,0.15326978266239166,0
2.485e-05,497,,
,497,0.18149708211421967,0
2.4900000000000002e-05,498,,
,498,0.16226665675640106,0
2.495e-05,499,,
,499,0.16186976432800293,0
2.5e-05,500,,
,500,0.15812885761260986,0
2.5050000000000002e-05,501,,
,501,0.15684697031974792,0
2.51e-05,502,,
,502,0.20487619936466217,0
2.515e-05,503,,
,503,0.14357908070087433,0
2.5200000000000003e-05,504,,
,504,0.1603037714958191,0
2.525e-05,505,,
,505,0.13014039397239685,0
2.5300000000000002e-05,506,,
,506,0.14005933701992035,0
2.5350000000000003e-05,507,,
,507,0.13345837593078613,0
2.54e-05,508,,
,508,0.15572227537631989,0
2.5450000000000002e-05,509,,
,509,0.1437326818704605,0
2.5500000000000003e-05,510,,
,510,0.13897964358329773,0
2.555e-05,511,,
,511,0.15298107266426086,0
2.5600000000000002e-05,512,,
,512,0.1498102992773056,0
2.5650000000000003e-05,513,,
,513,0.1376822143793106,0
2.57e-05,514,,
,514,0.17604590952396393,0
2.5750000000000002e-05,515,,
,515,0.17304322123527527,0
2.58e-05,516,,
,516,0.1529054194688797,0
2.585e-05,517,,
,517,0.15953083336353302,0
2.5900000000000003e-05,518,,
,518,0.11433468014001846,0
2.595e-05,519,,
,519,0.1593725085258484,0
2.6000000000000002e-05,520,,
,520,0.153459370136261,0
2.6050000000000003e-05,521,,
,521,0.14388149976730347,0
2.61e-05,522,,
,522,0.17153531312942505,0
2.6150000000000002e-05,523,,
,523,0.13704991340637207,0
2.6200000000000003e-05,524,,
,524,0.15548422932624817,0
2.625e-05,525,,
,525,0.15362422168254852,0
2.6300000000000002e-05,526,,
,526,0.14142084121704102,0
